Label,Scammer,scam type,trick type,attack type,reason
1,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,,,,
0,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",,,,
0,"GIFTS Under Rs.1000. Thats right. Extra Rs.100 OFF using code DC100. Order cakes, flowers Now and surprise your loved ones. weurl.co/9fgJ5r Floweraura",,,,
0,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",,,,
0,You should change your fb to jaykwon thuglyfe falconerf,,,,
0,"Dear Customer, your ICICI Bank Account XX929 has been credited with INR 3,88,031.00 on 31-Jan-22. Info:NEFT-HSBCN22031469910-SAMSUNG INDIA. The Available Balance is INR 3,96,820.15.",,,,
0,....photoshop makes my computer shut down.,,,,
1,"Dear valued customer, We've recieved a complaint about your Apple acc0unt and it's been temporarly suspended. Please verify your informations at https://aple.com/secure to avoid permanant closure. - Apple Support Team",Phishing,"Authority, Flattery","Homograph Attack, Intentional spelling mistakes","['Uses authority by claiming to be from Apple Support Team', ""Uses flattery by addressing the recipient as a 'valued customer'"", ""Homograph attack: uses 'aple.com' instead of 'apple.com'"", ""Intentional spelling mistakes: 'recieved', 'temporarly', 'informations'"", 'Urgency tactic: creates a sense of urgency by threatening permanent closure', 'Suspicious link: the link provided is not an official Apple website']"
1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",,,,
1,Good day Mr. Patel. This is AMIGOS Pvt Ltd calling. We're excited to introduce a scheme designed to assist farmers in your area. You've been identified as eligible for our exclusive loan offer. We offer loans of up to Rs 7.5 lakhs at an interest rate of just 2.25%! To proceed with the loan application please provide your bank account and Aadhaar details for verification.,,,,
0,"URGENT: Your Bank of America security alert! We've noticed unusual activity on your account. Click here to review and secure your account now! https://www.bankofamerica.com/login - 95% of our customers have successfully secured their accounts online. 'I was able to resolve the issue quickly and easily!' - John D., satisfied customer.",Phishing,"Authority, Using Fake Reviews or Testimonials","Intentional spelling mistakes, Homograph Attack","[""It uses the actual bank's website"", 'The message is from a trusted source (the bank itself)', 'The testimonial is from a satisfied customer, not a fake review', 'The language used is clear and concise, without intentional spelling mistakes', ""The URL is not a homograph attack, it's the actual bank's website""]"
0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,,,,
0,Go where n buy? Juz buy when we get there lar.,,,,
1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,,
0,Can you talk with me..,,,,
0,Where's my boytoy? I miss you ... What happened?,,,,
0,did u get that message,,,,
1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,,,,
0,"Airtel Payments Bank Limited has requested money on Paytm. On approving, Rs.1903 will be debited from your account. http://m.p-y.tm/UPIpas :PPBL",,,,
1,"Greetings! We're offering Rs 9,000 as a token of gratitude for your participation. Before we proceed, please transfer Rs 35 to the account 89012 through net banking to activate your account. Kindly inform us once the transfer is made.",,,,
1,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,,
0,"Check your Zillion coins (previously PAYBACK points). Redeem on vouchers from Amazon, Flipkart & more, Download Zillion now 1kx.in/riauYz",,,,
1,"Urgent: Your Bank of Amerrica account has been compromized! Click here to secure your account immediately: httр://bofa-secure.com/login. If you dont, your account will be suspended. -BOFA Security Team",Phishing,"Authority, Emotional Manipulation","Homograph Attack, Intentional spelling mistakes","[""Uses 'Authority' trick by claiming to be from a legitimate bank"", ""Uses 'Emotional Manipulation' by creating a sense of urgency"", ""Uses 'Homograph Attack' by replacing 'r' with 'р' in the URL"", ""Contains intentional spelling mistakes ('Amerrica' instead of 'America', 'dont' instead of 'don't')"", 'Asks the user to click on a suspicious link', 'Threatens account suspension to create a sense of panic']"
0,"Dear Investor, Your redemption in Folio # 23917909 in SBI Focused Equity Fund Direct Gr  for Rs.10,000.00 dated 19-Nov-2020 at applicable NAV of 171.2207 is processed. Redemption proceeds will be directly credited to your bank account registered with us latest by 24-Nov-2020 subject to confirmation from your bank-SBIMF",,,,
1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,,,,
0,… and don‘t worry we‘ll have finished by march … ish!,,,,
0,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,,,,
0,No. Thank you. You've been wonderful,,,,
0,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,,,,
0,"Haha awesome, omw back now then",,,,
1,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,,,,
0,Hey mr whats the name of that bill brison book the one about language and words ,,,,
1,"URGENT: Your Bank of America account has been temporarily locked due to suspicious activity. To reactivate, please click on this link: https://bаnkоfamerica.com/reactivate. This is an automated message from our security team.",Phishing,"Authority, Using Automated Systems to Sound Legitimate",Homograph Attack,"['The message creates a sense of urgency to prompt the victim into taking action', 'The scammer is using the name of a well-known authority (Bank of America) to sound legitimate', 'The URL uses a homograph attack (а instead of a) to make it appear legitimate', 'The message is trying to trick the victim into revealing sensitive information by clicking on the link', 'The message claims to be from an automated system, but it is likely a phishing attempt']"
0,Babe ? I lost you ... :-(,,,,
0,"Oh... Icic... K lor, den meet other day...",,,,
0,From 5 to 2 only my work timing.,,,,
0,Prabha..i'm soryda..realy..frm heart i'm sory,,,,
1,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",,,,
1,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,,,,
0,When i have stuff to sell i.ll tell you,,,,
0,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,,,,
1,"Hi there, it's Rajesh from MOJOJO Corporation. You've won the Rs 7 Lakh jackpot! Check your email for the jackpot details. Feel free to call the number mentioned to claim your prize.",,,,
0,We left already we at orchard now.,,,,
0,"URGENT: We've noticed suspicious activity on your Amazon account! Click this link to review recent transactions and secure your account: https://amazon.com/security (Don't wait, 100s of users have already taken action! 'I was skeptical at first, but this really works!' - Emily R., 'Thanks for saving my account!' - John D.)",Phishing,"Scarcity, Using Fake Reviews or Testimonials",Homograph Attack,"['The link points to the official Amazon website', 'The message is warning about suspicious activity, not claiming the account is compromised', 'The quotes are likely from real users who have taken action, not fake testimonials', 'The message is encouraging the user to review transactions, not providing a false sense of urgency']"
0,Play quiz on Samriddh Bharat https://quiz.mygov.in/sardarunityquiz/ and win exciting prizes worth upto 12L. Share with family & friends. Team MyGov,,,,
0,How are you enjoying this semester? Take care brother.,,,,
0,"idc get over here, you are not weaseling your way out of this shit twice in a row",,,,
1,Hello esteemed candidate! Thank you for registering with our agency. We've reviewed your CV and are delighted to offer you a work-from-home opportunity. Please provide your Aadhaar and PAN card details for verification purposes. Additionally fill out the required forms and sign documents in accordance with company regulations. Once all paperwork is complete and your address proof and PAN card details are provided you can begin working from tomorrow. Your login credentials for the www.remotejobsearch.com portal are provided. Please note a security deposit of Rs. 10300 is required.,,,,
0,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,,,,
0,"That's cool, I'll come by like  &lt;#&gt; ish",,,,
0,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,,,,
0,And do you have any one that can teach me how to ship cars.,,,,
0,Yeah but which is worse for i,,,,
0,Can you do online transaction?,,,,
0,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",,,,
0,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",,,,
1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",,,,
0,At home by the way,,,,
1,Hi Rahul this is Karan from the HR team at DEF Enterprises. Congratulations on your selection for a managerial position. As part of the onboarding process we require a one-time registration fee of Rs. 8000 as a security deposit for the office laptop. Rest assured we'll dispatch the laptop to your residence for your convenience.,,,,
0,Hey come online! Use msn... We are all there,,,,
0,Are you wet right now?,,,,
0,Are you going to wipro interview today?,,,,
0,I want to see your pretty pussy...,,,,
0,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",,,,
